longitude;latitude;housing_median_age;total_rooms;total_bedrooms;ocean_proximity;median_house_value
-11712;3269;370;10820;2940;NEAR OCEAN;885000
-12216;3745;520;11350;2190;NEAR BAY;4920000
-11951;344;240;34220;5960;NEAR OCEAN;3013000
-11727;3285;260;13730;4350;NEAR OCEAN;4750000
-11855;3439;160;87260;13170;<1H OCEAN;3233000
-11997;3893;240;8560;1850;INLAND;1072000
-11777;3354;280;34040;4970;<1H OCEAN;5000010
-12033;3797;170;25300;5260;INLAND;1189000
-11815;3417;460;25530;5580;<1H OCEAN;1275000
-12183;3723;220;55070;8410;<1H OCEAN;2452000
-1173;3306;310;21280;5200;NEAR OCEAN;2900000
-11819;3403;310;5250;1360;<1H OCEAN;1250000
-11903;3606;360;19250;4430;INLAND;519000
-11813;3391;350;5610;1040;<1H OCEAN;1838000
-11928;355;340;19230;3790;INLAND;658000
-11839;3403;250;34420;10500;<1H OCEAN;3194000
-11822;3409;450;10720;2750;<1H OCEAN;1650000
-12068;3551;170;17010;2980;<1H OCEAN;2091000
-12031;3665;240;9430;2090;INLAND;766000
-11804;3385;180;36280;5460;<1H OCEAN;3285000
-12198;3727;290;26580;4840;<1H OCEAN;2989000
-11804;3376;250;40610;5450;<1H OCEAN;2949000
-12086;354;210;27870;6410;NEAR OCEAN;1862000
-11821;341;360;20000;5330;<1H OCEAN;2417000
-12242;378;520;28520;5810;NEAR BAY;5000010
-12217;4011;240;16310;3400;INLAND;590000
-12148;3858;420;18230;5660;INLAND;1375000
-11816;3396;240;16350;5070;<1H OCEAN;1875000
-11641;3374;170;42890;8930;INLAND;1778000
-11828;3392;390;12740;2820;<1H OCEAN;904000
-1182;3396;410;15120;4000;<1H OCEAN;1670000
-11806;3404;280;15160;3630;<1H OCEAN;1603000
-12109;3803;210;20640;3420;INLAND;1522000
-11832;341;280;17590;7160;<1H OCEAN;4500000
-12128;3874;330;43840;7780;INLAND;1347000
-11837;3408;520;12340;2230;<1H OCEAN;4237000
-11798;3413;370;14470;3090;INLAND;1429000
-12182;3973;330;22420;5170;INLAND;603000
-11766;3414;80;16920;2530;INLAND;3105000
-11822;3405;410;14220;4780;<1H OCEAN;1571000
-1183;3386;350;15110;2740;<1H OCEAN;2513000
-11703;3273;340;20610;4350;NEAR OCEAN;1420000
-12217;3776;400;16850;3430;NEAR BAY;948000
-11557;3285;330;13650;2690;INLAND;623000
-11804;3406;390;12580;2450;<1H OCEAN;1761000
-12228;3791;480;20830;2980;NEAR BAY;3312000
-12249;3822;330;14860;2900;NEAR BAY;2518000
-11717;3451;150;51510;9420;INLAND;908000
-1184;3408;520;38150;4390;<1H OCEAN;5000010
-11808;3376;250;19950;6370;<1H OCEAN;469000
-11952;344;200;18340;4770;NEAR OCEAN;2510000
-11703;3318;170;53910;8860;<1H OCEAN;2128000
-11843;3428;300;13840;3080;<1H OCEAN;1426000
-12231;3827;340;17480;2840;NEAR BAY;1944000
-12149;385;320;23640;4390;INLAND;845000
-1179;3401;270;17020;3810;<1H OCEAN;1311000
-11798;3387;290;13100;3320;<1H OCEAN;1587000
-1197;3443;520;9770;2890;<1H OCEAN;3000000
-12177;3799;40;56230;7800;INLAND;2051000
-12039;3678;110;19470;4880;INLAND;552000
-1181;3396;360;11840;2400;<1H OCEAN;1625000
-1182;3387;260;7030;2020;<1H OCEAN;1555000
-12066;352;130;51380;7130;NEAR OCEAN;3800000
-12245;3771;520;16580;3220;NEAR OCEAN;2616000
-12223;3776;520;10490;1850;NEAR BAY;2485000
-12083;3874;170;36850;7750;INLAND;1283000
-12161;3669;190;98990;26170;<1H OCEAN;1185000
-12147;3855;480;9680;3100;INLAND;654000
-11708;3263;300;25040;5590;NEAR OCEAN;1594000
-12233;3829;140;35410;4990;NEAR BAY;2699000
-11797;3389;150;38010;5420;<1H OCEAN;3674000
-11844;3403;370;11930;2050;<1H OCEAN;3576000
-11653;3384;280;83990;18390;INLAND;1590000
-11905;3534;170;23870;4370;INLAND;1062000
-12191;3736;420;32240;7080;<1H OCEAN;1997000
-11791;3391;320;15300;3010;<1H OCEAN;2302000
-11802;3408;310;24020;6320;INLAND;1642000
-11683;3281;180;23670;4020;<1H OCEAN;2105000
-12227;3787;350;32180;11080;NEAR BAY;2167000
-11702;3488;180;21270;4430;INLAND;800000
-12218;3776;370;15750;3580;NEAR BAY;1070000
-12233;3739;520;5730;1020;NEAR OCEAN;5000010
-11835;3416;420;22670;4780;<1H OCEAN;2500000
-12216;3802;400;18000;2900;NEAR BAY;1961000
-11725;3279;250;16270;3750;NEAR OCEAN;3171000
-11821;3407;470;13460;3830;<1H OCEAN;1917000
-12254;3796;440;15520;2040;NEAR BAY;5000010
-11847;3401;410;27040;5570;<1H OCEAN;4629000
-1223;3832;200;20630;4860;NEAR BAY;1532000
-12341;4061;170;7690;2050;INLAND;550000
-11806;341;380;32290;6360;<1H OCEAN;2571000
-11708;3273;360;11580;2180;NEAR OCEAN;1225000
-12229;4047;200;28580;6120;INLAND;630000
-1183;3377;180;38210;7950;<1H OCEAN;3462000
-1172;3372;160;53730;10790;<1H OCEAN;986000
-11863;3418;330;52520;7600;<1H OCEAN;3897000
-12319;3921;220;15420;2910;<1H OCEAN;1188000
-11712;3275;170;20600;6330;NEAR OCEAN;1192000
-12177;3774;250;4940;810;INLAND;4188000
-11832;3409;340;14780;6750;<1H OCEAN;2250000
-11807;3372;320;11790;2500;NEAR OCEAN;5000010
-12211;3766;360;17550;3160;NEAR BAY;1727000
-11747;3406;330;13790;2730;INLAND;1250000
-11729;3415;420;18110;3450;INLAND;970000
-12126;3866;190;31700;4440;INLAND;2216000
-12009;3619;120;19230;5590;INLAND;551000
-12249;3827;80;50920;9880;NEAR BAY;2132000
-12229;384;280;20240;3400;INLAND;3611000
-12243;3772;520;22060;4780;NEAR BAY;2505000
-12225;3783;520;12790;2870;NEAR BAY;2316000
-12153;3953;350;18060;2930;INLAND;912000
-11708;3278;210;29190;4960;NEAR OCEAN;2228000
-12249;3769;360;13440;2580;NEAR OCEAN;2756000
-12157;3916;210;18720;3020;INLAND;847000
-11802;3408;290;27410;6670;INLAND;1752000
-11828;3407;240;32470;12810;<1H OCEAN;2167000
-12244;378;520;38300;4350;NEAR BAY;5000010
-12264;4173;360;33190;6640;INLAND;712000
-11816;3401;360;9310;2460;<1H OCEAN;1428000
-11718;3406;520;9540;2330;INLAND;1000000
-11793;3378;360;21690;3590;<1H OCEAN;2313000
-12065;385;100;17830;3370;INLAND;1167000
-1171;3271;90;19310;4720;NEAR OCEAN;926000
-11824;3413;370;16440;3950;<1H OCEAN;2577000
-12006;3909;300;29790;5830;INLAND;1240000
-11785;3379;400;12510;3360;<1H OCEAN;2364000
-11798;3366;260;35270;5470;<1H OCEAN;2794000
-12405;4059;320;18780;3400;<1H OCEAN;952000
-12197;3755;170;49240;12470;<1H OCEAN;1894000
-11906;3615;200;12820;2730;INLAND;490000
-11842;3416;280;46640;10400;<1H OCEAN;3679000
-12256;3841;200;11510;2110;<1H OCEAN;3846000
-11834;3412;410;32570;6790;<1H OCEAN;4096000
-12233;4047;300;25020;5230;INLAND;661000
-11829;3403;380;15010;4370;<1H OCEAN;1352000
-11839;3416;200;40840;10620;<1H OCEAN;2563000
-12129;3796;520;2870;1190;INLAND;750000
-1218;3731;210;26300;4460;<1H OCEAN;2320000
-11813;3397;360;17590;2950;<1H OCEAN;2519000
-11822;339;300;10070;2600;<1H OCEAN;1156000
-12187;3974;70;17370;2900;INLAND;1470000
-12242;3793;470;34530;7790;NEAR BAY;2745000
-12195;3774;190;11270;1700;<1H OCEAN;2500000
-12402;408;220;25880;4350;<1H OCEAN;1339000
-12182;3801;250;30180;6060;INLAND;1270000
-11839;3417;280;27900;7480;<1H OCEAN;2836000
-12193;3753;270;55320;9730;<1H OCEAN;2435000
-11909;3621;430;13350;2800;INLAND;477000
-12041;3486;150;9780;1870;<1H OCEAN;1580000
-12219;3992;200;25630;6580;INLAND;542000
-11899;354;480;19080;3310;INLAND;846000
-12129;3814;340;27700;5440;INLAND;1018000
-11706;3264;300;44940;6670;NEAR OCEAN;1861000
-11737;3395;320;22150;3510;INLAND;1426000
-12127;3796;430;9480;2210;INLAND;527000
-11814;3417;340;23840;6040;<1H OCEAN;1580000
-11724;3406;90;36030;7860;INLAND;933000
-12186;3978;120;76530;15780;INLAND;1178000
-11941;3668;180;18020;3320;INLAND;1153000
-12144;3854;440;25700;5090;INLAND;924000
-1223;3753;400;18330;3080;NEAR OCEAN;3842000
-12063;3513;160;26800;7040;<1H OCEAN;550000
-11834;3378;250;110160;16260;NEAR OCEAN;5000010
-12189;3802;360;27070;5500;INLAND;946000
-12004;3674;140;31820;7300;INLAND;718000
-11705;3276;370;48790;9060;NEAR OCEAN;1548000
-12193;3771;260;48220;8450;<1H OCEAN;2060000
-11977;3676;400;20090;5190;INLAND;491000
-11837;3387;190;7570;1480;<1H OCEAN;3042000
-11816;3417;460;15080;2610;<1H OCEAN;1554000
-12132;3861;220;39020;8450;INLAND;1902000
-11828;3399;370;19710;5130;<1H OCEAN;1030000
-12227;3774;280;69090;15540;NEAR BAY;3539000
-11901;3524;60;800;160;INLAND;650000
-12249;3774;520;23020;4570;NEAR OCEAN;3152000
-11812;3388;360;10830;2180;<1H OCEAN;2184000
-1201;3616;170;5980;1600;INLAND;550000
-1208;3831;370;13410;2560;INLAND;1236000
-11786;3379;340;18830;4080;<1H OCEAN;1875000
-11828;3418;520;26020;4180;<1H OCEAN;3580000
-11814;3405;390;18800;3670;<1H OCEAN;2364000
-12224;3813;370;32230;5640;NEAR BAY;1269000
-11722;3278;220;20200;4660;NEAR OCEAN;1750000
-1208;3761;300;9180;1540;INLAND;1750000
-1214;3849;120;72900;12830;INLAND;1063000
-12246;3772;390;22540;4350;NEAR OCEAN;2320000
-11972;3676;230;64030;4350;INLAND;690000
-12241;3774;520;8310;1750;NEAR BAY;2490000
-11813;3386;450;13200;2560;<1H OCEAN;2095000
-11983;3678;300;31620;6400;INLAND;803000
-11809;3391;340;15820;3430;<1H OCEAN;1411000
-12175;3692;460;13620;3210;<1H OCEAN;1778000
-11738;332;170;18770;5810;NEAR OCEAN;1063000
-12237;4141;280;17290;4190;INLAND;531000
-12212;3791;340;56830;7550;NEAR BAY;4553000
-11822;3407;360;8390;2500;<1H OCEAN;1583000
-11955;3775;300;21650;5360;INLAND;559000
-11711;3275;460;6950;1820;NEAR OCEAN;906000
-11873;3427;250;34090;4930;<1H OCEAN;2258000
-12132;3862;330;8980;1900;INLAND;1483000
-11907;3527;250;30810;6350;INLAND;979000
-11766;3361;170;34640;5190;<1H OCEAN;2484000
-11738;332;260;14270;3860;NEAR OCEAN;1844000
-11846;3399;440;11220;2870;<1H OCEAN;3359000
-1155;3275;130;3300;720;INLAND;1425000
-11791;3381;180;11810;3530;<1H OCEAN;1531000
-12123;3795;320;20810;4720;INLAND;590000
-11923;3425;280;260;30;NEAR OCEAN;2750000
-1169;3374;140;22810;4260;INLAND;1279000
-12219;3779;470;12290;2430;NEAR BAY;1981000
-11836;3396;370;21460;5730;<1H OCEAN;1773000
-12268;3846;170;32010;5270;<1H OCEAN;2029000
-11709;3257;170;4440;830;NEAR OCEAN;1389000
-11755;3414;30;57100;9190;INLAND;2063000
-12205;3787;300;22960;3290;NEAR BAY;3975000
-11902;3537;440;26870;6200;INLAND;616000
-12211;3788;370;40050;6140;NEAR BAY;3482000
-11738;342;160;1930;450;INLAND;1375000
-12254;377;360;39880;7320;NEAR OCEAN;2925000
-12334;395;150;23420;5350;INLAND;966000
-11735;3401;230;37070;7690;INLAND;953000
-12125;3803;290;24650;3270;INLAND;2207000
-11839;3405;470;16210;3140;<1H OCEAN;4741000
-1171;3421;220;43970;9310;INLAND;1084000
-12301;3867;330;9140;1470;<1H OCEAN;2462000
-1181;3379;350;23700;3790;<1H OCEAN;2872000
-11902;3538;480;3460;920;INLAND;638000
-1183;339;270;32670;7620;<1H OCEAN;2241000
-12206;3799;170;13190;3160;NEAR BAY;1375000
-1219;3737;200;780;720;<1H OCEAN;1875000
-12189;3659;180;27000;9370;NEAR OCEAN;1500000
-11793;3409;350;18910;3530;<1H OCEAN;1655000
-11866;3423;180;8970;1420;<1H OCEAN;3500000
-12242;3779;480;45060;13420;NEAR BAY;5000010
-1185;3403;520;15060;2080;<1H OCEAN;5000010
-11843;3406;380;29820;6640;<1H OCEAN;5000010
-12219;3779;500;9680;1950;NEAR BAY;1799000
-11836;3388;440;13620;2370;<1H OCEAN;3362000
-12137;3706;250;4740;920;INLAND;3409000
-12131;3862;310;31140;4300;INLAND;2400000
-11832;3379;210;66380;16340;<1H OCEAN;2711000
-11858;3421;130;62270;13170;<1H OCEAN;2993000
-1184;3404;420;12980;1740;<1H OCEAN;5000010
-12194;3775;160;51210;7350;<1H OCEAN;2961000
-11835;3408;520;17100;3500;<1H OCEAN;3339000
-11765;3365;150;34850;5190;<1H OCEAN;2519000
-11795;3393;250;34450;8010;<1H OCEAN;1619000
-11792;3388;320;16320;2440;<1H OCEAN;3187000
-11708;3263;280;20800;4270;NEAR OCEAN;1463000
-11777;3412;150;42600;7700;INLAND;2300000
-11787;3388;240;26550;7020;<1H OCEAN;1839000
-12235;3757;520;21700;2690;NEAR OCEAN;5000010
-12246;3771;490;17110;3480;NEAR OCEAN;2250000
-1171;3317;120;24650;4120;<1H OCEAN;1838000
-12278;3837;210;7950;1630;<1H OCEAN;1750000
-12064;3738;210;31570;6370;INLAND;704000
-11709;3263;270;29200;7700;NEAR OCEAN;675000
-11828;3399;380;14540;3230;<1H OCEAN;1040000
-11826;3424;420;8900;1790;<1H OCEAN;2719000
-11795;3366;260;17870;2270;<1H OCEAN;3298000
-12148;3857;520;5670;1930;INLAND;1875000
-11846;3425;320;22170;4220;<1H OCEAN;2086000
-11845;3418;340;18430;4420;<1H OCEAN;2464000
-12006;3698;120;27100;5750;INLAND;604000
-11713;327;420;12100;2920;NEAR OCEAN;789000
-12186;3738;150;20520;4050;<1H OCEAN;1811000
-11696;328;250;34210;8030;<1H OCEAN;1344000
-12229;4039;170;16820;3320;INLAND;764000
-11727;3355;40;61120;8900;<1H OCEAN;4290000
-11821;3405;280;10790;3060;<1H OCEAN;1319000
-12252;3795;370;3500;570;NEAR BAY;5000010
-11687;3275;150;20530;3210;<1H OCEAN;2489000
-1210;3766;430;23690;4130;INLAND;1381000
-12348;4034;190;5180;1080;INLAND;645000
-11831;3406;470;30380;15330;<1H OCEAN;1875000
-12151;3869;280;8000;1490;INLAND;1086000
-11803;3384;300;47810;8310;<1H OCEAN;2264000
-12208;3762;170;24850;5180;NEAR BAY;1573000
-12198;3733;350;19070;3260;<1H OCEAN;2943000
-11805;3392;330;19990;4700;<1H OCEAN;1547000
-12225;4017;470;15540;3080;INLAND;541000
-11899;3536;180;15240;3540;INLAND;478000
-11732;341;270;20530;4610;INLAND;788000
-12269;3836;60;54960;13740;<1H OCEAN;1775000
-11738;3399;520;17970;3320;INLAND;1417000
-11717;3425;150;42360;7530;INLAND;1655000
-11809;347;60;45580;8040;INLAND;1385000
-11769;3401;300;25980;5730;INLAND;956000
-12224;3801;110;37510;5650;NEAR BAY;2694000
-12135;3804;50;43030;6130;INLAND;1591000
-11818;339;320;14520;3650;<1H OCEAN;1464000
-12086;3749;370;10840;2710;INLAND;695000
-11916;3417;170;79820;16030;NEAR OCEAN;2239000
-11647;3381;70;101050;24810;INLAND;909000
-12029;3688;340;13910;2970;INLAND;839000
-12124;3868;200;14020;2360;INLAND;1355000
-11862;342;320;32330;5530;<1H OCEAN;2349000
-1184;3423;370;14040;2660;<1H OCEAN;1900000
-12196;3725;350;10180;1690;<1H OCEAN;3719000
-11795;3508;10;830;150;INLAND;1417000
-12246;3764;170;35230;6690;NEAR OCEAN;2512000
-11727;3302;130;57230;12420;NEAR OCEAN;3767000
-11798;337;170;19970;3400;<1H OCEAN;2392000
-1183;341;290;34030;13670;<1H OCEAN;1667000
-12205;3734;340;25150;4010;<1H OCEAN;4239000
-11706;328;170;22470;3400;<1H OCEAN;2220000
-12176;373;60;35260;5590;<1H OCEAN;3355000
-12136;3803;70;34610;8590;INLAND;787000
-12198;3732;170;97890;25520;<1H OCEAN;2798000
-11821;3413;520;24650;6110;<1H OCEAN;2142000
-1223;3797;350;18110;3770;NEAR BAY;1497000
-11981;3678;360;16500;3130;INLAND;797000
-1181;3388;180;80460;12210;<1H OCEAN;3196000
-12201;3726;140;25610;4040;<1H OCEAN;5000010
-11814;3417;420;27570;7130;<1H OCEAN;1668000
-11705;328;160;15610;3780;<1H OCEAN;946000
-12171;3688;190;25280;5540;<1H OCEAN;1770000
-12201;3792;180;28080;3370;NEAR BAY;3536000
-11828;3406;520;12610;6160;<1H OCEAN;2250000
-1180;3384;290;26410;6370;<1H OCEAN;1651000
-11747;3394;340;5590;1390;INLAND;885000
-12249;3832;170;33080;7200;<1H OCEAN;1760000
-12249;3774;440;14720;2750;NEAR OCEAN;3000000
-11774;3408;350;16130;2980;INLAND;1343000
-11782;3375;240;8930;2090;<1H OCEAN;1465000
-12207;3763;270;27840;7230;NEAR BAY;1576000
-12154;3858;300;46480;12520;INLAND;743000
-11826;3391;440;8920;1390;<1H OCEAN;1208000
-11557;3279;340;11520;2080;INLAND;736000
-12221;3749;240;25280;9470;NEAR BAY;2250000
-11813;3404;420;22050;4510;<1H OCEAN;2114000
-12131;3871;180;39980;7440;INLAND;1020000
-12202;3758;150;30520;7600;NEAR BAY;1781000
-11849;3405;520;24160;2910;<1H OCEAN;5000010
-11707;330;40;91530;18660;<1H OCEAN;2415000
-11865;342;230;74800;10840;<1H OCEAN;3384000
-12228;383;230;5260;1520;NEAR BAY;1425000
-11732;341;420;8010;1760;INLAND;597000
-11699;3375;180;96010;24010;INLAND;770000
-11651;3389;210;12840;3060;INLAND;610000
-12204;3697;520;19010;3350;NEAR OCEAN;2531000
-11735;3321;180;29710;6060;NEAR OCEAN;1171000
-12145;385;250;30330;6650;INLAND;995000
-11921;363;230;9510;2350;INLAND;414000
-12225;3803;150;33380;5320;NEAR BAY;1976000
-11793;3391;240;16980;2970;<1H OCEAN;3646000
-1180;3413;240;25840;5200;INLAND;1670000
-11793;3393;370;11280;2730;<1H OCEAN;1375000
-1213;3802;160;27170;6210;INLAND;1063000
-11789;3385;130;15830;4740;<1H OCEAN;2013000
-11699;3272;110;11120;1640;<1H OCEAN;1695000
-11837;3408;520;14660;2540;<1H OCEAN;3936000
-1179;3367;260;25070;3930;<1H OCEAN;2661000
-1183;3425;360;13000;3040;<1H OCEAN;1767000
-11933;3619;270;4180;1630;INLAND;638000
-11846;3397;190;16580;4270;<1H OCEAN;5000010
-11718;3274;200;11650;2690;NEAR OCEAN;1917000
-11812;3387;430;16330;3550;<1H OCEAN;1880000
-11818;341;100;19400;4450;<1H OCEAN;1667000
-11837;3408;520;29460;6950;<1H OCEAN;3741000
-12227;412;520;45130;9850;INLAND;560000
-11708;3303;150;30230;6230;<1H OCEAN;1379000
-12118;3873;160;15840;2640;INLAND;2731000
-11821;3414;440;16810;4070;<1H OCEAN;1865000
-12245;3778;520;26860;6060;NEAR BAY;3553000
-1181;3408;370;28940;6590;<1H OCEAN;2081000
-11955;3671;320;19630;5080;INLAND;558000
-11802;3408;280;27690;6310;INLAND;1759000
-12183;3726;110;23940;4030;<1H OCEAN;2593000
-12235;4056;160;28010;6140;INLAND;816000
-12179;3731;220;21990;3610;<1H OCEAN;2357000
-1225;3774;450;17710;3490;NEAR OCEAN;2966000
-12299;3902;140;15820;3010;<1H OCEAN;1641000
-11787;3384;100;33810;7290;<1H OCEAN;2354000
-12232;3832;220;24830;5280;NEAR BAY;1644000
-12225;3782;280;33370;8550;NEAR BAY;2250000
-11722;3317;60;14870;3620;<1H OCEAN;1357000
-11825;3406;520;1740;660;<1H OCEAN;3125000
-12124;4031;360;15970;3010;INLAND;936000
-11778;3407;180;36100;7720;INLAND;1135000
-12234;3798;330;20140;4100;NEAR BAY;1313000
-11934;3622;380;27080;4600;INLAND;782000
-11846;3402;450;38030;9700;<1H OCEAN;4562000
-11738;3398;520;22740;5710;INLAND;1016000
-11825;3394;370;10020;2700;<1H OCEAN;945000
-11797;3405;360;12990;2060;<1H OCEAN;1614000
-12209;3739;430;20650;5350;NEAR BAY;3277000
-12047;3498;60;57620;11150;<1H OCEAN;1373000
-11803;3414;310;43530;11170;INLAND;2426000
-12198;3728;280;36880;6330;<1H OCEAN;2726000
-12098;3771;220;4340;890;INLAND;2688000
-1219;3733;110;12830;3900;<1H OCEAN;1667000
-11789;3366;330;35950;7850;<1H OCEAN;2652000
-11755;3393;250;51870;9340;INLAND;1543000
-11815;3384;290;24480;3540;<1H OCEAN;4813000
-11828;3397;310;10680;2710;<1H OCEAN;1026000
-11782;338;150;32070;6470;<1H OCEAN;1656000
-11829;3383;240;40920;8930;<1H OCEAN;2165000
-11797;3394;350;19280;3600;<1H OCEAN;2157000
-11829;3385;100;13910;4200;<1H OCEAN;2222000
-11714;328;410;24230;4690;NEAR OCEAN;1569000
-12093;3865;120;22130;3840;INLAND;1701000
-11835;3389;250;17690;4400;<1H OCEAN;2327000
-11874;3405;190;34870;6860;NEAR OCEAN;5000010
-11826;3378;270;16720;4910;NEAR OCEAN;1745000
-11825;3401;280;4810;1360;<1H OCEAN;903000
-11796;3405;320;19930;3880;<1H OCEAN;1819000
-11827;3407;330;11770;4680;<1H OCEAN;1833000
-1181;3401;230;17240;5760;<1H OCEAN;1833000
-11776;3379;40;89740;12680;<1H OCEAN;3740000
-11787;3411;340;13240;2110;<1H OCEAN;1922000
-12101;3766;360;36790;6130;INLAND;1514000
-12161;3786;300;14280;2870;INLAND;1544000
-11826;3378;360;21910;7390;NEAR OCEAN;1631000
-11841;3375;40;3110;510;NEAR OCEAN;5000010
-11819;3378;290;11700;3690;NEAR OCEAN;1563000
-11809;339;360;12150;2790;<1H OCEAN;1587000
-12228;3789;520;23150;4080;NEAR BAY;2901000
-11841;3421;350;22150;4590;<1H OCEAN;1932000
-12099;392;150;29930;5620;INLAND;1568000
-12245;3779;520;14570;2150;NEAR BAY;5000010
-12197;3756;130;89180;18230;<1H OCEAN;2540000
-12198;3736;350;14400;2670;<1H OCEAN;2546000
-11841;3399;360;10890;2340;<1H OCEAN;2761000
-12193;3728;340;24220;3700;<1H OCEAN;3762000
-11973;3662;350;20800;3650;INLAND;928000
-12416;4079;520;21480;4210;NEAR OCEAN;927000
-12189;3734;460;11970;4160;<1H OCEAN;1906000
-11797;3406;340;35800;6840;<1H OCEAN;1668000
-11796;3393;310;14710;3210;<1H OCEAN;2328000
-11789;3383;350;29840;4460;<1H OCEAN;2008000
-12089;3537;290;20460;5880;NEAR OCEAN;2273000
-12217;3778;520;6530;1280;NEAR BAY;1440000
-12195;3803;50;55260;4350;INLAND;1431000
-12143;3861;330;22890;5760;INLAND;957000
-11828;3406;420;24720;4350;<1H OCEAN;1625000
-12416;4192;190;16680;3240;NEAR OCEAN;750000
-1203;3799;230;19080;3830;INLAND;1535000
-12242;3781;520;13140;3170;NEAR BAY;5000010
-12156;3951;470;10640;2450;INLAND;579000
-11707;3259;210;17790;4660;NEAR OCEAN;962000
-11694;3289;240;25410;3810;<1H OCEAN;2278000
-12259;3843;200;27910;5460;<1H OCEAN;2167000
-12219;3748;350;70670;16460;NEAR BAY;2653000
-11761;3434;180;52100;9120;INLAND;1769000
-11834;3417;460;17180;3440;<1H OCEAN;2470000
-11792;3364;50;9490;2870;<1H OCEAN;2250000
-11837;3395;350;9240;3490;<1H OCEAN;2625000
-11721;328;190;7860;2820;NEAR OCEAN;1375000
-11857;3415;220;57910;7060;<1H OCEAN;5000010
-12162;3669;120;5120;1440;<1H OCEAN;729000
-12224;378;520;15910;3730;NEAR BAY;1286000
-11711;3271;290;10400;2910;NEAR OCEAN;832000
-12194;3729;220;25930;6370;<1H OCEAN;2125000
-12274;3883;120;45150;9090;<1H OCEAN;908000
-12246;3772;450;23990;4190;NEAR OCEAN;2441000
-11831;3419;420;7240;1490;<1H OCEAN;3617000
-12202;3734;300;10360;1510;<1H OCEAN;3606000
-1221;374;230;5140;2100;NEAR BAY;1813000
-12233;3795;420;16270;3360;NEAR BAY;1446000
-12162;3667;450;18270;4080;<1H OCEAN;1290000
-11827;3395;340;12610;3150;<1H OCEAN;888000
-12098;376;360;14370;4350;INLAND;584000
-12202;3736;250;20740;3870;<1H OCEAN;3780000
-11828;3424;290;33900;5800;<1H OCEAN;3169000
-1192;3419;190;95030;17690;NEAR OCEAN;2185000
-12277;3833;320;20540;3240;<1H OCEAN;2907000
-11818;3392;290;7490;1850;<1H OCEAN;1369000
-11828;3406;140;17870;8530;<1H OCEAN;4000000
-12181;3728;170;22770;4280;<1H OCEAN;2170000
-1180;3415;480;34360;6730;INLAND;2568000
-12187;3767;100;43370;8000;INLAND;2472000
-11982;3678;360;15820;3130;INLAND;692000
-11704;3262;260;36200;6070;NEAR OCEAN;1560000
-11958;3677;190;32250;5480;INLAND;1265000
-12145;3686;110;16130;3350;INLAND;1462000
-11791;3388;340;18510;2910;<1H OCEAN;2356000
-12417;4062;320;15950;3090;NEAR OCEAN;864000
-12173;3855;340;17170;3930;INLAND;1308000
-11813;3406;300;16920;3980;<1H OCEAN;1985000
-12093;3996;150;16660;3510;INLAND;1188000
-1181;339;370;10610;2020;<1H OCEAN;1619000
